District_Name,Level,Name,Total/Rural/Urban,No of Households,Total Population Person,Total Worker Population Person,Main Cultivator Population Person,Main Agricultural Labourers Population Person,Main Household Industries Population Person,Main Other Workers Population Person,Marginal Cultivator Population Person,Marginal Agriculture Labourers Population Person,Marginal Household Industries Population Person,Marginal Other Workers Population Person,Non Working Population Person
Pune,VILLAGE,Sonkaswadi,Rural,443,2233,1192,620,439,11,111,2,1,0,8,1041
Pune,VILLAGE,Malegaon Kh.,Rural,490,2432,1097,246,537,17,150,9,21,69,48,1335
Pune,VILLAGE,Malegaon Bk,Rural,3945,18470,7195,772,2148,185,2783,52,289,138,828,11275
Pune,VILLAGE,Pawnewadi,Rural,665,2951,1318,313,565,38,338,17,19,9,19,1633
Pune,VILLAGE,Yelewasti,Rural,533,2814,1193,395,518,4,270,3,0,1,2,1621
Pune,VILLAGE,Pandare,Rural,1494,7440,2900,626,1159,70,782,15,134,15,99,4540
Pune,VILLAGE,Pawaimal ,Rural,420,1912,877,378,387,3,103,1,2,0,3,1035
Pune,VILLAGE,Dhumalwadi,Rural,482,2659,1036,501,305,6,208,5,2,0,9,1623
Pune,VILLAGE,Manappawasti,Rural,763,3716,1668,608,688,30,285,17,18,2,20,2048
Pune,VILLAGE,Kurnewadi,Rural,331,1445,753,249,211,11,99,72,31,8,72,692
Pune,VILLAGE,Sirshane,Rural,113,533,274,64,120,8,75,2,2,1,2,259
Pune,VILLAGE,Pimpalewasti,Rural,248,1137,472,305,79,10,45,19,3,2,9,665
Pune,VILLAGE,Malwadi,Rural,275,1231,626,212,338,6,66,1,1,1,1,605
Pune,VILLAGE,Bajrangwadi,Rural,199,879,342,81,188,1,52,0,13,0,7,537
Pune,VILLAGE,Late,Rural,233,1050,445,193,132,3,102,9,0,0,6,605
Pune,VILLAGE,Pandharwadi,Rural,111,541,262,145,80,4,29,2,2,0,0,279
Pune,VILLAGE,Kambleshwar,Rural,783,3736,1602,455,761,10,263,25,45,4,39,2134
Pune,VILLAGE,Sangavi,Rural,1499,7331,3587,1120,1370,61,646,51,205,40,94,3744
Pune,VILLAGE,Shirawali,Rural,809,3827,2060,534,980,20,408,13,37,11,57,1767
Pune,VILLAGE,Khandaj,Rural,1180,5793,2851,818,889,55,277,324,332,23,133,2942
Pune,VILLAGE,Nirvagaj,Rural,1383,7241,3680,1827,1216,30,341,80,103,5,78,3561
Pune,VILLAGE,Vanjarwadi,Rural,560,2451,1032,252,78,23,634,4,5,0,36,1419
Pune,VILLAGE,Sawal,Rural,394,2020,1181,727,216,1,110,93,28,1,5,839
Pune,VILLAGE,Rui,Rural,1714,6975,2579,276,102,95,1884,22,11,25,164,4396
Pune,VILLAGE,Kanheri,Rural,301,1578,785,166,91,14,46,47,127,197,97,793
Pune,VILLAGE,Katewadi,Rural,1444,6981,3658,1165,1488,42,405,211,283,6,58,3323
Pune,VILLAGE,Pimpali,Rural,930,4603,1882,487,798,33,428,32,38,10,56,2721
Pune,VILLAGE,Gunwadi,Rural,1746,8420,3609,712,1420,71,1297,10,55,6,38,4811
Pune,VILLAGE,Baramati Rural,Rural,4215,19387,7255,725,916,278,4373,69,246,110,538,12132
Pune,VILLAGE,Malad (baramati),Rural,1099,5628,2515,519,1135,7,701,18,57,7,71,3113
Pune,VILLAGE,Dorlewadi,Rural,1352,6666,3776,841,1175,511,776,37,217,84,135,2890
Pune,VILLAGE,Zaragadwadi,Rural,1389,6185,2854,1063,1203,75,367,25,73,8,40,3331
Pune,VILLAGE,Dhekalwadi,Rural,725,3826,2016,1145,603,13,232,5,12,0,6,1810
Pune,VILLAGE,Songaon,Rural,929,4515,2279,679,1048,20,463,10,26,12,21,2236
Pune,VILLAGE,Mekhali,Rural,821,3765,1946,868,704,18,223,64,26,3,40,1819
Pune,VILLAGE,Ghadagewadi,Rural,339,1539,788,408,265,3,76,8,20,1,7,751
Pune,CD BLOCK,Indapur,Rural,74455,357668,173235,76355,58721,2355,24848,3600,4686,416,2254,184433
Pune,VILLAGE,Shetphalgadhe,Rural,851,4123,1819,802,538,33,277,90,63,0,16,2304
Pune,VILLAGE,Pimpale,Rural,264,1337,694,498,113,14,64,1,3,0,1,643
Pune,VILLAGE,Madanwadi,Rural,1204,5954,2668,847,1068,25,591,29,72,3,33,3286
Pune,VILLAGE,Takrarwadi,Rural,493,2166,909,256,142,35,424,12,34,0,6,1257
Pune,VILLAGE,Bhigvan,Rural,1576,7673,2507,380,582,130,1306,10,14,7,78,5166
Pune,VILLAGE,Bhigvanstaion,Rural,567,2858,1082,220,342,15,466,22,14,0,3,1776
Pune,VILLAGE,Dikasal,Rural,339,1710,834,315,245,8,257,1,0,0,8,876
Pune,VILLAGE,Kumbhargaon,Rural,293,1330,636,235,245,0,156,0,0,0,0,694
Pune,VILLAGE,Bandgarwadi ,Rural,117,622,269,168,61,2,37,0,0,0,1,353
Pune,VILLAGE,Poundhawadi,Rural,355,1792,896,483,142,5,46,15,132,21,52,896
Pune,VILLAGE,Lamjewadi,Rural,142,662,252,154,19,25,45,5,2,0,2,410
Pune,VILLAGE,Nirgude,Rural,433,2095,978,549,293,9,108,2,8,0,9,1117
Pune,VILLAGE,Mhasobachiwadi,Rural,397,2000,1012,714,175,6,70,1,38,1,7,988
Pune,VILLAGE,Vaysewadi,Rural,126,577,185,167,8,0,2,1,5,0,2,392
Pune,VILLAGE,Akole,Rural,678,3273,1298,687,455,13,135,2,1,0,5,1975
Pune,VILLAGE,Bhadalwadi,Rural,622,2628,1097,232,265,5,522,44,17,0,12,1531
Pune,VILLAGE,Dalaj No.1,Rural,262,1204,585,144,238,17,179,0,0,1,6,619
Pune,VILLAGE,Dalaj No.2,Rural,298,1455,489,212,190,2,84,0,0,0,1,966
Pune,VILLAGE,Dalaj No.3,Rural,196,895,377,163,75,4,134,0,0,0,1,518
Pune,VILLAGE,Kalewadi,Rural,307,1477,840,575,152,6,76,11,11,8,1,637
Pune,VILLAGE,Bandewadi,Rural,72,342,102,74,17,1,10,0,0,0,0,240
Pune,VILLAGE,Palasdeo,Rural,793,3621,1500,458,476,39,438,19,54,1,15,2121
Pune,VILLAGE,Malewadi,Rural,377,1818,1090,666,256,9,139,3,3,1,13,728
Pune,VILLAGE,Bhawadi,Rural,225,907,443,152,234,5,44,0,7,0,1,464
Pune,VILLAGE,Loni,Rural,560,2667,1352,642,258,1,197,227,23,0,4,1315
Pune,VILLAGE,Varkute Bk.,Rural,641,2915,1636,1034,507,19,62,4,9,0,1,1279
Pune,VILLAGE,Balpudi,Rural,148,743,434,304,86,0,36,8,0,0,0,309
Pune,VILLAGE,Karewadi,Rural,302,1466,667,493,140,2,31,0,1,0,0,799
Pune,VILLAGE,Lakadi,Rural,526,2547,1037,287,363,11,150,8,205,0,13,1510
Pune,VILLAGE,Shindewadi,Rural,375,1883,854,665,122,1,58,0,0,0,8,1029
Pune,VILLAGE,Kazad,Rural,576,3139,1865,1233,283,10,88,108,138,0,5,1274
Pune,VILLAGE,Nimbodi,Rural,383,1922,1032,555,372,10,89,2,4,0,0,890
Pune,VILLAGE,Bori,Rural,1237,5861,3040,1517,1119,26,304,14,56,0,4,2821
Pune,VILLAGE,Sansar,Rural,1339,6632,2659,747,1092,34,494,32,189,3,68,3973
Pune,VILLAGE,Bhawaninagar,Rural,896,4011,1506,184,661,61,506,6,28,9,51,2505
Pune,VILLAGE,Jachakvasti,Rural,247,1300,689,343,248,11,76,3,1,2,5,611
Pune,VILLAGE,Kardanwadi,Rural,212,917,400,180,157,2,50,5,2,2,2,517
Pune,VILLAGE,Jankshan,Rural,1081,4855,1685,301,261,20,1031,34,14,3,21,3170
Pune,VILLAGE,Lasurne,Rural,1780,8803,3927,902,2341,43,481,23,67,10,60,4876
Pune,VILLAGE,Pawarwadi,Rural,405,2202,1063,425,350,63,183,2,12,14,14,1139
Pune,VILLAGE,Belewadi,Rural,1022,5056,3009,1530,984,176,115,70,43,11,80,2047
Pune,VILLAGE,Sapkalwadi,Rural,280,1305,575,234,219,3,61,28,27,0,3,730
Pune,VILLAGE,Hinganewadi,Rural,243,1218,555,261,190,2,57,9,30,1,5,663
Pune,VILLAGE,Udhat,Rural,428,2023,947,230,446,4,160,27,70,1,9,1076
Pune,VILLAGE,Paritwadi,Rural,260,1245,552,295,239,0,17,1,0,0,0,693
Pune,VILLAGE,Thoratwadi,Rural,156,812,446,233,155,6,42,2,2,1,5,366
Pune,VILLAGE,Chavhanwadi,Rural,83,396,235,73,34,1,24,56,44,2,1,161
Pune,VILLAGE,Bambadwadi,Rural,154,688,359,118,116,0,39,72,11,0,3,329
Pune,VILLAGE,Mankarwadi,Rural,190,986,443,218,98,9,115,1,1,0,1,543
Pune,VILLAGE,Gholapwadi,Rural,322,1407,820,85,652,23,56,1,3,0,0,587
Pune,VILLAGE,Tawashi,Rural,639,3046,1302,463,513,12,228,5,16,35,30,1744
Pune,VILLAGE,Jamb,Rural,342,1459,649,260,319,1,61,1,4,0,3,810
Pune,VILLAGE,Kurawali,Rural,535,2925,1535,721,346,63,237,56,89,7,16,1390
Pune,VILLAGE,Chikhali,Rural,283,1426,642,287,239,8,62,0,45,0,1,784
Pune,VILLAGE,Pilewadi,Rural,215,1150,737,577,102,13,36,5,1,0,3,413
Pune,VILLAGE,Maradwadi,Rural,139,571,310,140,140,0,29,0,1,0,0,261
Pune,VILLAGE,Nhavi,Rural,695,3222,1793,895,646,2,95,143,8,3,1,1429
Pune,VILLAGE,Rui,Rural,710,3232,1706,1104,363,86,139,5,1,2,6,1526
Pune,VILLAGE,Gosaviwadi,Rural,215,1157,695,447,215,1,30,0,2,0,0,462
Pune,VILLAGE,Kalas,Rural,855,4141,2173,1185,609,49,161,7,129,25,8,1968
Pune,VILLAGE,Thoratwadi,Rural,86,473,285,181,93,1,7,2,1,0,0,188
Pune,VILLAGE,Birgundwadi,Rural,162,792,461,280,148,0,16,2,15,0,0,331
Pune,VILLAGE,Shelgaon,Rural,1825,8215,4576,1902,1851,63,462,94,173,18,13,3639
Pune,VILLAGE,Bharnewadi,Rural,847,4358,2023,1485,363,5,156,4,1,0,9,2335
Pune,VILLAGE,Anthurne,Rural,1245,6100,2811,814,1089,50,523,44,245,8,38,3289
Pune,VILLAGE,Kadbanwadi,Rural,425,1636,841,470,324,0,40,0,6,0,1,795
Pune,VILLAGE,Hangarwadi,Rural,376,1807,1107,557,132,12,174,64,73,4,91,700
Pune,VILLAGE,Pitkeshwar,Rural,427,2065,1293,873,340,6,68,4,1,0,1,772
Pune,VILLAGE,Sarafwadi,Rural,413,2038,1224,826,274,1,71,37,7,0,8,814
Pune,VILLAGE,Ghorpadwadi,Rural,304,1401,775,347,318,21,72,4,4,3,6,626
Pune,VILLAGE,Sirsatwadi,Rural,433,2100,1131,793,197,4,133,0,1,0,3,969
Pune,VILLAGE,Ranmodwadi,Rural,725,3468,1356,376,495,64,383,7,10,1,20,2112
Pune,VILLAGE,Kalamb,Rural,3576,16338,6190,1056,1733,119,2914,75,127,21,145,10148
Pune,VILLAGE,Nimsakhar,Rural,1284,6000,2868,1085,865,24,406,280,178,0,30,3132
Pune,VILLAGE,Nirwangi,Rural,753,3601,1982,1554,228,15,134,15,26,7,3,1619
Pune,VILLAGE,Kauthali,Rural,543,2764,1585,1114,359,12,96,0,1,2,1,1179
Pune,VILLAGE,Vyahali,Rural,366,1698,875,396,331,14,64,20,18,6,26,823
Pune,VILLAGE,Kacharewadi,Rural,163,829,373,109,171,2,24,39,28,0,0,456
Pune,VILLAGE,Gotandi,Rural,877,4650,2620,1932,586,0,90,4,4,0,4,2030
Pune,VILLAGE,Nimgaon Ketki,Rural,2450,12397,5664,2133,2212,39,1228,6,23,3,20,6733
Pune,VILLAGE,Varkute Kh.,Rural,980,4811,1901,903,848,1,132,4,8,1,4,2910
Pune,VILLAGE,Kati,Rural,1149,5353,3166,1626,1291,20,197,13,6,2,11,2187
Pune,VILLAGE,Jadhavwadi,Rural,101,472,280,235,31,3,4,1,3,1,2,192
Pune,VILLAGE,Reda,Rural,534,2415,884,480,243,11,98,6,18,5,23,1531
Pune,VILLAGE,Redani,Rural,795,3938,1834,955,585,110,112,10,14,18,30,2104
Pune,VILLAGE,Khorochi,Rural,786,3637,2126,1250,571,69,134,18,64,3,17,1511
Pune,VILLAGE,Boratwadi,Rural,340,1715,843,655,102,2,75,2,5,1,1,872
Pune,VILLAGE,Chandgaon,Rural,185,797,372,151,175,0,41,3,1,0,1,425
Pune,VILLAGE,Agoti No.1,Rural,282,1261,391,261,89,2,30,4,4,0,1,870
Pune,VILLAGE,Agoti No.2,Rural,149,719,350,159,138,2,46,1,2,0,2,369
Pune,VILLAGE,Ganjewalan,Rural,193,840,410,177,102,0,80,21,24,0,6,430
Pune,VILLAGE,Kalashi,Rural,384,1819,952,408,233,1,116,148,36,0,10,867
Pune,VILLAGE,Kalthan No.1,Rural,483,2135,1007,318,506,4,153,6,2,0,18,1128
Pune,VILLAGE,Shirsadi,Rural,383,1938,963,365,480,4,107,2,1,1,3,975
Pune,VILLAGE,Padasthal,Rural,291,1405,448,272,93,2,68,9,4,0,0,957
Pune,VILLAGE,Takali,Rural,0,0,0,0,0,0,0,0,0,0,0,0
Pune,VILLAGE,Ajoti,Rural,204,864,413,113,119,6,170,1,0,1,3,451
Pune,VILLAGE,Sugaon,Rural,72,301,199,86,73,1,31,6,2,0,0,102
Pune,VILLAGE,Pimpri Kh.,Rural,242,1380,642,481,85,0,35,1,37,1,2,738
Pune,VILLAGE,Malwadi,Rural,848,4263,2332,1328,757,29,112,76,21,3,6,1931
Pune,VILLAGE,Galand Wadi No.1,Rural,370,1873,892,531,166,24,142,12,7,1,9,981
Pune,VILLAGE,Narutwadi,Rural,224,1331,693,390,222,5,45,28,2,0,1,638
Pune,VILLAGE,Kalthan No.2,Rural,256,1188,408,162,151,2,68,1,1,0,23,780
Pune,VILLAGE,Gagargaon,Rural,152,709,302,100,78,0,71,0,48,0,5,407
Pune,VILLAGE,Bijwadi,Rural,755,3369,1425,292,720,12,321,6,57,1,16,1944
Pune,VILLAGE,Rajwadi,Rural,104,508,285,87,161,14,14,1,4,3,1,223
Pune,VILLAGE,Vangali,Rural,265,1251,584,262,245,1,67,2,3,0,4,667
Pune,VILLAGE,Pondkulwadi,Rural,249,1330,701,461,102,4,129,0,0,0,5,629
Pune,VILLAGE,Shaha,Rural,390,2364,1105,404,301,23,300,34,21,3,19,1259
Pune,VILLAGE,Kandalgaon,Rural,416,2069,1060,563,394,27,52,3,6,7,8,1009
Pune,VILLAGE,Taratgaon,Rural,63,288,151,60,78,0,13,0,0,0,0,137
Pune,VILLAGE,Hingangaon,Rural,381,1846,1000,335,345,5,149,19,37,0,110,846
Pune,VILLAGE,Sardewadi,Rural,604,3187,1768,789,571,31,290,4,31,5,47,1419
Pune,VILLAGE,Galand Wadi No.2,Rural,470,2299,1194,638,320,0,216,3,8,0,9,1105
Pune,VILLAGE,Gokhali,Rural,373,1608,842,617,126,0,97,2,0,0,0,766
Pune,VILLAGE,Tarangwadi,Rural,513,2557,1503,589,681,24,167,14,17,1,10,1054
Pune,VILLAGE,Zagadewadi,Rural,231,1193,654,411,92,2,54,82,10,0,3,539
Pune,VILLAGE,Pandharwadi,Rural,235,1198,741,177,442,2,29,81,7,0,3,457
Pune,VILLAGE,Vadapuri,Rural,919,4401,2510,528,1198,12,173,20,341,17,221,1891
Pune,VILLAGE,Bedshinge,Rural,183,759,486,328,111,6,33,4,1,0,3,273
Pune,VILLAGE,Babhulgaon,Rural,608,2505,1273,623,500,8,55,21,53,1,12,1232
Pune,VILLAGE,Awasari,Rural,496,2011,1199,693,368,7,75,39,14,0,3,812
Pune,VILLAGE,Bhat Nimgaon,Rural,337,1547,848,395,413,0,36,0,2,1,1,699
Pune,VILLAGE,Shetphal Haveli,Rural,652,3006,1843,674,886,29,142,28,44,8,32,1163
Pune,VILLAGE,Surwad,Rural,587,2639,1256,558,592,13,86,1,4,0,2,1383
Pune,VILLAGE,Bhandgaon,Rural,632,2993,1646,865,554,13,68,29,48,8,61,1347
Pune,VILLAGE,Vakilwasti,Rural,435,2144,1155,228,690,10,95,12,110,1,9,989
Pune,VILLAGE,Bawada,Rural,2347,10734,4945,1461,2641,44,644,27,66,17,45,5789
Pune,VILLAGE,Bhodani,Rural,545,2488,1394,462,631,5,122,93,71,3,7,1094
Pune,VILLAGE,Lakhewadi,Rural,946,4540,2413,717,953,20,203,331,100,10,79,2127
Pune,VILLAGE,Chakati,Rural,247,1316,763,221,315,1,23,120,82,0,1,553
Pune,VILLAGE,Pithewadi,Rural,219,1080,606,387,163,9,36,5,5,1,0,474
Pune,VILLAGE,Nirnimgaon,Rural,585,2863,1624,466,932,5,89,7,26,0,99,1239
Pune,VILLAGE,Kacharewadi,Rural,219,1141,628,433,132,2,32,11,13,4,1,513
Pune,VILLAGE,Sarati,Rural,414,2160,1006,407,226,5,216,69,40,0,43,1154
Pune,VILLAGE,Lumewadi,Rural,620,3067,1118,371,391,42,182,22,50,28,32,1949
Pune,VILLAGE,Gondi,Rural,232,1116,556,334,191,10,19,1,1,0,0,560
Pune,VILLAGE,Ganeshwadi,Rural,243,1346,819,550,229,0,36,0,2,0,2,527
Pune,VILLAGE,Pimpri Bk.,Rural,463,2251,1161,613,338,8,33,24,103,7,35,1090
Pune,VILLAGE,Tannu,Rural,433,2117,737,339,285,4,64,30,9,1,5,1380
Pune,VILLAGE,Narsingpur,Rural,468,2231,1024,298,512,6,122,57,19,0,10,1207
Pune,VILLAGE,Giravi,Rural,308,1766,1038,379,258,17,15,90,275,4,0,728
Pune,VILLAGE,Ozare,Rural,124,639,435,332,71,3,13,1,0,0,15,204
Latur,CD BLOCK,Latur,Rural,56550,286711,130484,43865,56244,947,24450,1589,2242,94,1053,156227
Latur,VILLAGE,Pimpalgaon Amba,Rural,226,1133,574,351,115,23,66,9,1,2,7,559
Latur,VILLAGE,Bhosa,Rural,344,1847,914,310,520,2,67,5,8,0,2,933
Latur,VILLAGE,Wadi Wagholi,Rural,146,692,428,278,135,0,10,2,0,0,3,264
Latur,VILLAGE,Nilkanth,Rural,80,412,231,129,76,2,11,12,1,0,0,181
Latur,VILLAGE,Wagholi,Rural,687,3646,1789,858,689,24,191,13,11,1,2,1857
Latur,VILLAGE,Shirala,Rural,683,3285,1583,619,715,33,166,24,19,2,5,1702
Latur,VILLAGE,Khuntephal,Rural,155,691,428,226,192,3,3,1,2,1,0,263
Latur,VILLAGE,Matephal,Rural,488,2335,1405,653,694,7,48,0,2,0,1,930
Latur,VILLAGE,Murud Bk.,Rural,5259,25978,10254,1328,4517,164,3886,52,158,22,127,15724
Latur,VILLAGE,Gumphawadi,Rural,302,1383,661,352,212,0,97,0,0,0,0,722
Latur,VILLAGE,Karkatta,Rural,390,1842,1017,477,350,5,105,43,36,0,1,825
Latur,VILLAGE,Khandala,Rural,208,1036,537,263,241,3,26,0,4,0,0,499
Latur,VILLAGE,Hisori,Rural,190,904,504,217,262,0,24,1,0,0,0,400
Latur,VILLAGE,Borgaon Bk.,Rural,914,4635,2047,535,1315,20,153,6,10,1,7,2588
Latur,VILLAGE,Niwali,Rural,1102,5268,2887,1487,1183,14,173,15,9,2,4,2381
Latur,VILLAGE,Dhakani,Rural,265,1317,779,254,376,8,27,96,15,2,1,538
Latur,VILLAGE,Ekurga,Rural,619,3209,1609,691,632,15,116,90,59,1,5,1600
Latur,VILLAGE,Chata,Rural,389,1888,894,485,357,1,50,0,0,0,1,994
Latur,VILLAGE,Bhoyara,Rural,310,1805,944,624,301,0,13,6,0,0,0,861
Latur,VILLAGE,Takali Shiradhon,Rural,310,1387,807,524,238,0,29,6,7,0,3,580
Latur,VILLAGE,Bopala,Rural,308,1530,690,227,390,2,62,2,7,0,0,840
Latur,VILLAGE,Kanadi Borgaon,Rural,392,1707,799,221,526,0,40,4,6,1,1,908
Latur,VILLAGE,Takalgaon,Rural,227,1043,559,278,205,1,75,0,0,0,0,484
Latur,VILLAGE,Sevadasnagar,Rural,118,810,311,233,44,0,32,2,0,0,0,499
Latur,VILLAGE,Tandulja,Rural,856,4252,2119,688,1102,9,290,8,20,0,2,2133
Latur,VILLAGE,Sarsa,Rural,447,2302,1269,610,554,2,97,1,4,0,1,1033
Latur,VILLAGE,Wanjarkheda,Rural,688,3155,1867,791,993,0,72,3,6,0,2,1288
Latur,VILLAGE,Wanjarkheda Tanda,Rural,161,860,430,174,233,0,18,1,4,0,0,430
Latur,VILLAGE,Gadhawad,Rural,758,3964,1737,857,735,3,125,5,9,0,3,2227
Latur,VILLAGE,Masala,Rural,308,1454,768,437,242,2,63,18,4,0,2,686
Latur,VILLAGE,Pimpri Amba,Rural,394,2011,1152,829,310,0,3,6,3,0,1,859
Latur,VILLAGE,Jawala Bk.,Rural,534,2437,1049,368,500,12,158,5,4,0,2,1388
Latur,VILLAGE,Bodkha,Rural,234,1087,603,348,190,3,49,8,2,0,3,484
Latur,VILLAGE,Wakadi,Rural,100,499,150,112,29,0,7,0,1,1,0,349
Latur,VILLAGE,Ganjur,Rural,180,867,490,235,218,1,28,0,7,1,0,377
Latur,VILLAGE,Tadki,Rural,77,386,203,9,193,0,0,1,0,0,0,183
Latur,VILLAGE,Rui,Rural,285,1321,728,416,268,6,32,0,4,0,2,593
Latur,VILLAGE,Rameshwar,Rural,339,1562,728,374,218,3,106,18,5,0,4,834
Latur,VILLAGE,Dindegaon,Rural,112,521,288,204,55,0,13,11,4,0,1,233
Latur,VILLAGE,Kasar Jawala,Rural,395,1845,1014,320,426,5,168,55,33,1,6,831
Latur,VILLAGE,Dhoki,Rural,237,1144,415,312,79,0,23,1,0,0,0,729
Latur,VILLAGE,Yeli,Rural,328,1725,789,339,347,2,86,4,8,0,3,936
Latur,VILLAGE,Chincholi Ballalnath,Rural,1077,5053,2251,739,1174,20,260,26,27,0,5,2802
Latur,VILLAGE,Gondegaon,Rural,380,2119,757,271,427,6,47,0,4,0,2,1362
Latur,VILLAGE,Ramegaon,Rural,386,2062,1063,537,381,33,97,10,4,0,1,999
Latur,VILLAGE,Karsa,Rural,237,1043,435,151,224,4,50,4,1,0,1,608
Latur,VILLAGE,Katgaon,Rural,670,3252,1430,648,632,0,103,4,39,1,3,1822
Latur,VILLAGE,Krishnanagar (N.V.),Rural,125,712,338,46,227,7,30,17,9,0,2,374
Latur,VILLAGE,Takali Bardpur,Rural,567,2702,1430,840,540,0,25,22,2,0,1,1272
Latur,VILLAGE,Jewali,Rural,424,2308,1181,362,488,3,152,14,150,6,6,1127
Latur,VILLAGE,Nagzari,Rural,282,1503,713,269,422,0,18,0,3,0,1,790
Latur,VILLAGE,Bhuisamudraga,Rural,498,2710,1463,583,694,11,153,5,9,4,4,1247
Latur,VILLAGE,Tandulwadi,Rural,208,1102,488,291,133,5,58,0,1,0,0,614
Latur,VILLAGE,Samangaon,Rural,263,1393,717,534,158,0,23,1,1,0,0,676
Latur,VILLAGE,Manjari,Rural,400,2118,1228,353,412,18,74,292,73,4,2,890
Latur,VILLAGE,Gategaon,Rural,687,3216,1626,565,812,9,202,11,14,2,11,1590
Latur,VILLAGE,Murud  Akola,Rural,529,2573,1181,578,358,7,159,35,42,0,2,1392
Latur,VILLAGE,Chikhurda,Rural,411,2380,961,249,499,11,116,11,68,0,7,1419
Latur,VILLAGE,Akharwai,Rural,333,1866,890,425,313,3,146,1,1,0,1,976
Latur,VILLAGE,Sakhara,Rural,377,1954,899,410,393,9,65,0,5,1,16,1055
Latur,VILLAGE,Chincholi Rao,Rural,479,2468,1111,300,707,6,81,6,6,0,5,1357
Latur,VILLAGE,Vilasnagar (N.V.) ,Rural,503,2415,965,35,92,0,829,1,4,0,4,1450
Latur,VILLAGE,Akoli,Rural,543,2703,1407,710,400,4,274,6,9,0,4,1296
Latur,VILLAGE,Sawargaon,Rural,323,1640,748,421,234,6,73,8,5,0,1,892
Latur,VILLAGE,Dhanori,Rural,159,847,400,178,147,2,38,29,3,1,2,447
Latur,VILLAGE,Uti Kh.,Rural,85,526,239,118,78,4,36,3,0,0,0,287
Latur,VILLAGE,Shiur,Rural,349,1877,1018,489,449,14,56,6,2,0,2,859
Latur,VILLAGE,Chincholi Raowadi,Rural,400,1899,846,216,191,3,413,10,3,1,9,1053
Latur,VILLAGE,Sai,Rural,414,2039,973,499,346,3,102,11,11,0,1,1066
Latur,VILLAGE,Mahapur,Rural,610,3449,1199,482,481,26,183,7,2,4,14,2250
Latur,VILLAGE,Borwati,Rural,359,1779,753,252,274,15,207,2,0,0,3,1026
Latur,VILLAGE,Nandgaon,Rural,603,2947,1293,377,713,5,180,7,8,1,2,1654
Latur,VILLAGE,Raiwadi,Rural,256,1285,560,260,234,0,66,0,0,0,0,725
Latur,VILLAGE,Harangul Kh.,Rural,751,3772,1681,324,830,11,445,40,28,0,3,2091
Latur,VILLAGE,Warwanti,Rural,405,1976,770,116,310,6,324,1,3,0,10,1206
Latur,VILLAGE,Baswantpur,Rural,288,1370,421,46,194,5,163,0,12,0,1,949
Latur,VILLAGE,Kasargaon,Rural,241,1325,413,185,210,0,10,1,7,0,0,912
Latur,VILLAGE,Hanamantwadi,Rural,145,710,200,92,96,0,6,2,4,0,0,510
Latur,VILLAGE,Latur (rural),Rural,0,0,0,0,0,0,0,0,0,0,0,0
Latur,VILLAGE,Maharanapratapnagar,Rural,1878,9330,3107,82,1098,30,1751,11,54,7,74,6223
Latur,VILLAGE,Babhalgaon,Rural,1449,7353,2908,441,1389,29,1013,7,15,0,14,4445
Latur,VILLAGE,Sikandarpur,Rural,295,1554,747,146,201,6,387,0,2,1,4,807
Latur,VILLAGE,Khopegaon,Rural,368,1830,747,232,285,6,211,5,2,0,6,1083
Latur,VILLAGE,Wasangaon,Rural,405,2097,917,260,386,3,190,8,61,0,9,1180
Latur,VILLAGE,Khadgaon,Rural,309,1538,606,129,350,8,110,2,3,0,4,932
Latur,VILLAGE,Harangul  Bk,Rural,1477,8123,2768,652,1311,39,698,14,17,2,35,5355
Latur,VILLAGE,Shyamnagar (N.V.),Rural,592,3216,1031,95,207,12,368,12,21,1,315,2185
Latur,VILLAGE,Pakharsangvi,Rural,1697,8580,3372,524,964,19,1773,6,14,2,70,5208
Latur,VILLAGE,Khandapur,Rural,751,4701,2925,403,458,20,1979,6,34,1,24,1776
Latur,VILLAGE,Gangapur,Rural,1156,5902,2330,700,1293,4,321,6,5,0,1,3572
Latur,VILLAGE,Peth,Rural,413,2196,962,400,353,9,191,4,3,0,2,1234
Latur,VILLAGE,Chandeshwar,Rural,421,2023,892,183,590,2,110,0,4,0,3,1131
Latur,VILLAGE,Kavha,Rural,550,3067,1440,336,803,3,282,3,7,2,4,1627
Latur,VILLAGE,Katpur,Rural,396,2019,969,287,529,6,116,0,30,0,1,1050
Latur,VILLAGE,Sirsi,Rural,180,994,315,138,138,5,31,0,3,0,0,679
Latur,VILLAGE,Khulgapur,Rural,285,1471,667,157,272,7,73,23,131,1,3,804
Latur,VILLAGE,Malwati,Rural,351,1777,805,237,353,0,187,18,8,0,2,972
Latur,VILLAGE,Kasarkheda,Rural,531,2611,1330,453,747,6,92,7,21,1,3,1281
Latur,VILLAGE,Chikhal Thana,Rural,350,1703,764,217,483,1,52,0,10,0,1,939
Latur,VILLAGE,Bamni,Rural,353,1956,1019,419,524,6,62,4,2,0,2,937
Latur,VILLAGE,Bhadi,Rural,245,1242,571,259,197,4,68,1,41,0,1,671
Latur,VILLAGE,Bhatangali,Rural,743,4084,1872,431,1215,13,182,5,19,3,4,2212
Latur,VILLAGE,Shriramnagar (N.V.) ,Rural,251,1258,490,88,132,0,155,28,65,0,22,768
Latur,VILLAGE,Bhatkheda,Rural,436,2283,931,174,405,3,270,15,52,0,12,1352
