District_Name,Level,Name,Total/Rural/Urban,No of Households,Total Population Person,Total Worker Population Person,Main Cultivator Population Person,Main Agricultural Labourers Population Person,Main Household Industries Population Person,Main Other Workers Population Person,Marginal Cultivator Population Person,Marginal Agriculture Labourers Population Person,Marginal Household Industries Population Person,Marginal Other Workers Population Person,Non Working Population Person
Latur,VILLAGE,Kolpa,Rural,270,1384,695,176,431,2,80,1,5,0,0,689
Latur,VILLAGE,Sarola,Rural,397,1957,826,150,274,4,282,8,86,0,22,1131
Latur,VILLAGE,Sonavati,Rural,564,2813,1493,533,410,9,397,48,80,3,13,1320
Latur,VILLAGE,Anandwadi,Rural,0,0,0,0,0,0,0,0,0,0,0,0
Latur,VILLAGE,Bhadgaon,Rural,339,1743,944,333,377,1,112,49,64,1,7,799
Latur,VILLAGE,Mahamdapur,Rural,220,1167,599,139,398,7,50,4,1,0,0,568
Latur,VILLAGE,Ramzanpur,Rural,112,668,366,50,311,0,5,0,0,0,0,302
Latur,VILLAGE,Umarga,Rural,281,1447,574,121,388,4,50,5,4,0,2,873
Latur,VILLAGE,Dhanegaon,Rural,407,2148,888,343,459,18,54,2,10,0,2,1260
Latur,VILLAGE,Shelu Bk.,Rural,220,1076,539,223,222,2,88,2,1,0,1,537
Latur,VILLAGE,Shivani Kh.,Rural,292,1452,639,237,173,2,43,12,163,0,9,813
Latur,VILLAGE,Bori,Rural,717,3797,1920,565,1044,12,199,17,45,3,35,1877
Latur,VILLAGE,Mushirabad,Rural,314,1605,823,247,376,1,91,51,45,0,12,782
Latur,VILLAGE,Salgara Kh.,Rural,170,938,522,225,233,2,48,5,9,0,0,416
Latur,VILLAGE,Dagadwadi,Rural,85,493,245,133,91,0,20,1,0,0,0,248
Latur,VILLAGE,Salgara Bk.,Rural,415,1978,1122,381,638,6,81,8,4,1,3,856
Latur,VILLAGE,Bokangaon,Rural,344,1685,740,336,221,2,54,59,64,2,2,945
Latur,VILLAGE,Bindgihal,Rural,209,1184,566,236,265,3,52,5,4,0,1,618
Latur,CD BLOCK,Renapur,Rural,28821,142187,66435,24099,30315,630,7333,1005,2466,88,499,75752
Latur,VILLAGE,Chatgaon,Rural,209,1043,427,185,188,5,28,3,18,0,0,616
Latur,VILLAGE,Morwad,Rural,334,1686,892,529,217,11,53,10,69,0,3,794
Latur,VILLAGE,Lakhamapur,Rural,253,1158,650,484,141,3,19,0,2,0,1,508
Latur,VILLAGE,Palsi,Rural,290,1350,639,203,320,20,78,4,7,1,6,711
Latur,VILLAGE,Bhokaramba,Rural,503,2289,1179,513,501,16,114,11,18,1,5,1110
Latur,VILLAGE,Motegaon,Rural,511,2459,1109,388,600,9,54,17,36,0,5,1350
Latur,VILLAGE,Wangdari,Rural,362,1650,917,456,305,2,55,64,25,2,8,733
Latur,VILLAGE,Dighol Deshmukh,Rural,497,2390,968,352,287,22,111,3,147,0,46,1422
Latur,VILLAGE,Dighol Deshpande,Rural,109,486,239,33,188,7,10,0,0,0,1,247
Latur,VILLAGE,Sevalalnagar,Rural,104,406,230,58,161,0,9,0,1,0,1,176
Latur,VILLAGE,Itti,Rural,286,1231,649,181,213,2,121,57,56,0,19,582
Latur,VILLAGE,Khanapur,Rural,139,586,303,232,24,5,41,1,0,0,0,283
Latur,VILLAGE,Dawangaon,Rural,335,1541,874,663,145,15,51,0,0,0,0,667
Latur,VILLAGE,Kumbhari,Rural,119,650,309,101,120,3,51,2,25,2,5,341
Latur,VILLAGE,Nagapur ,Rural,69,299,155,68,59,2,20,1,1,0,4,144
Latur,VILLAGE,Shera,Rural,402,2159,913,260,394,11,74,20,138,6,10,1246
Latur,VILLAGE,Pohregaon,Rural,722,3498,1338,527,575,33,164,9,14,7,9,2160
Latur,VILLAGE,Poharegaon Tanda,Rural,109,491,241,61,166,2,11,0,0,0,1,250
Latur,VILLAGE,Andalgaon,Rural,160,735,380,179,165,0,19,1,8,0,8,355
Latur,VILLAGE,Sangvi,Rural,302,1525,615,343,190,1,68,1,6,0,6,910
Latur,VILLAGE,Sindhgaon,Rural,472,2506,1013,265,606,16,104,2,10,0,10,1493
Latur,VILLAGE,Niwada,Rural,460,2131,1134,249,657,7,200,9,8,1,3,997
Latur,VILLAGE,Bawchi,Rural,211,963,462,178,205,2,24,13,31,3,6,501
Latur,VILLAGE,Kolgaon,Rural,405,2119,874,161,288,3,92,45,267,2,16,1245
Latur,VILLAGE,Brahmawadi,Rural,108,559,320,168,135,0,13,4,0,0,0,239
Latur,VILLAGE,Darji Borgaon,Rural,356,1815,775,236,401,4,82,2,1,4,45,1040
Latur,VILLAGE,Indarthana,Rural,330,1499,620,130,226,1,193,25,42,0,3,879
Latur,VILLAGE,Arajkheda,Rural,315,1691,613,281,210,1,109,3,0,0,9,1078
Latur,VILLAGE,Garsuli,Rural,431,2183,778,292,377,2,75,4,21,2,5,1405
Latur,VILLAGE,Tattapur,Rural,281,1287,761,466,217,3,59,2,9,1,4,526
Latur,VILLAGE,Wala,Rural,320,1589,719,288,286,0,127,8,7,0,3,870
Latur,VILLAGE,Seva Nagar,Rural,140,811,423,104,282,1,29,1,5,0,1,388
Latur,VILLAGE,Faradpur,Rural,161,832,458,362,82,0,8,5,0,0,1,374
Latur,VILLAGE,Vanjarwadi,Rural,239,1273,562,248,30,3,68,183,27,0,3,711
Latur,VILLAGE,Kamkheda,Rural,651,3133,1462,391,852,22,166,14,10,4,3,1671
Latur,VILLAGE,Ramwadi (Pangaon),Rural,106,543,282,136,99,3,39,1,2,1,1,261
Latur,VILLAGE,Pangaon,Rural,2294,11661,5081,715,3133,64,955,15,159,1,39,6580
Latur,VILLAGE,Phawde Wadi,Rural,314,1585,660,370,159,7,91,4,17,1,11,925
Latur,VILLAGE,Muslewadi,Rural,311,1534,861,542,256,1,51,6,3,0,2,673
Latur,VILLAGE,Narvatwadi,Rural,97,464,264,143,70,0,49,1,0,0,1,200
Latur,VILLAGE,Manusmarwadi,Rural,271,1387,674,311,293,3,55,7,4,1,0,713
Latur,VILLAGE,Patharwadi,Rural,295,1500,675,284,289,2,92,0,4,1,3,825
Latur,VILLAGE,Bhandarwadi,Rural,307,1633,705,361,264,1,72,3,1,0,3,928
Latur,VILLAGE,Takalgaon,Rural,200,954,428,108,284,2,15,2,9,0,8,526
Latur,VILLAGE,Bitargaon,Rural,479,2509,1216,431,628,3,66,41,38,1,8,1293
Latur,VILLAGE,Sumthana,Rural,223,1147,624,273,312,10,24,3,2,0,0,523
Latur,VILLAGE,Samsapur,Rural,371,1840,675,239,275,20,99,7,33,2,0,1165
Latur,VILLAGE,Kalewadi,Rural,119,506,325,58,74,0,33,34,122,0,4,181
Latur,VILLAGE,Ghansargaon,Rural,527,2507,1220,225,787,8,94,18,71,4,13,1287
Latur,VILLAGE,Murdhav,Rural,310,1549,840,329,456,0,50,1,4,0,0,709
Latur,VILLAGE,Hanumantwadi,Rural,201,1246,694,215,455,0,19,0,5,0,0,552
Latur,VILLAGE,Renapur,Rural,3088,14953,6063,1230,3062,160,1387,33,125,8,58,8890
Latur,VILLAGE,Rupchand Nagar,Rural,301,1711,628,73,498,1,54,0,0,0,2,1083
Latur,VILLAGE,Gavhan,Rural,251,1306,749,279,286,1,75,23,71,1,13,557
Latur,VILLAGE,Nehru Nagar,Rural,96,455,215,32,146,0,37,0,0,0,0,240
Latur,VILLAGE,Harwadi,Rural,396,1981,993,448,481,4,54,3,2,0,1,988
Latur,VILLAGE,Jawalga,Rural,416,2079,967,321,354,7,85,93,89,3,15,1112
Latur,VILLAGE,Shelu Kh.,Rural,227,936,497,118,322,2,25,3,22,0,5,439
Latur,VILLAGE,Kharola,Rural,1517,7469,3507,837,2290,23,288,10,21,17,21,3962
Latur,VILLAGE,Ramwadi,Rural,246,1052,656,374,239,0,37,4,0,0,2,396
Latur,VILLAGE,Kumbharwadi,Rural,256,1324,586,177,365,1,40,1,2,0,0,738
Latur,VILLAGE,Anandwadi,Rural,147,708,279,147,65,3,27,18,10,1,8,429
Latur,VILLAGE,Sukani,Rural,72,341,145,47,6,0,14,0,75,2,1,196
Latur,VILLAGE,Kostagaon,Rural,663,3094,1590,1005,366,14,167,28,8,0,2,1504
Latur,VILLAGE,Lahanewadi,Rural,56,284,169,153,0,0,14,1,0,0,1,115
Latur,VILLAGE,Divegaon,Rural,149,663,387,151,200,0,30,2,3,0,1,276
Latur,VILLAGE,Makegaon,Rural,374,1592,947,15,836,2,93,0,0,0,1,645
Latur,VILLAGE,Godhala,Rural,394,2052,906,507,248,3,70,11,65,1,1,1146
Latur,VILLAGE,Saygaon,Rural,67,344,120,54,37,1,21,3,3,0,1,224
Latur,VILLAGE,Hoti,Rural,301,1635,801,343,203,5,52,3,195,0,0,834
Latur,VILLAGE,Khalangri,Rural,295,1469,625,278,264,6,48,4,17,4,4,844
Latur,VILLAGE,Sarola,Rural,226,1078,620,321,240,0,47,4,2,1,5,458
Latur,VILLAGE,Asrachiwadi,Rural,124,778,435,344,75,1,7,0,7,0,1,343
Latur,VILLAGE,Kadepur,Rural,746,4011,1914,796,707,19,165,27,196,0,4,2097
Latur,VILLAGE,Yeshwant Wadi,Rural,116,592,340,304,16,1,12,0,7,0,0,252
Latur,VILLAGE,Talni,Rural,478,2197,1348,692,585,4,64,0,2,0,1,849
Latur,VILLAGE,Mohgaon (talni),Rural,191,952,530,169,328,3,24,0,3,0,3,422
Latur,VILLAGE,Sayyadpur Bk.,Rural,214,1043,485,174,234,0,39,12,23,0,3,558
Latur,VILLAGE,Dhaweli,Rural,294,1500,708,335,215,11,53,55,35,2,2,792
Latur,CD BLOCK,Ahmadpur,Rural,39154,192232,91208,32086,38578,1253,12186,1860,3417,209,1619,101024
Latur,VILLAGE,Devkara,Rural,306,1753,790,294,301,2,147,43,1,0,2,963
Latur,VILLAGE,Hingangaon,Rural,187,838,380,182,107,4,82,3,1,0,1,458
Latur,VILLAGE,Molwan,Rural,204,853,466,248,98,0,110,7,1,0,2,387
Latur,VILLAGE,Kolwadi,Rural,228,1096,377,126,112,0,40,11,85,0,3,719
Latur,VILLAGE,Gudalewadi,Rural,237,1185,655,206,309,3,50,24,52,1,10,530
Latur,VILLAGE,Yeldarwadi,Rural,191,1006,409,236,62,0,87,3,0,0,21,597
Latur,VILLAGE,Narwatwadi,Rural,138,674,347,212,110,0,25,0,0,0,0,327
Latur,VILLAGE,Andhori.,Rural,945,4546,1912,313,637,34,296,65,469,46,52,2634
Latur,VILLAGE,Chikhali,Rural,663,3538,1853,1139,424,16,193,38,12,3,28,1685
Latur,VILLAGE,Kingaon,Rural,2157,11286,4557,1243,1602,129,1180,45,158,23,177,6729
Latur,VILLAGE,Dagadwadi,Rural,182,874,432,286,47,2,80,11,3,0,3,442
Latur,VILLAGE,Mohgaon,Rural,256,1171,588,195,309,6,76,0,1,0,1,583
Latur,VILLAGE,Gunjoti,Rural,406,1830,807,299,392,11,81,13,7,0,4,1023
Latur,VILLAGE,Khanapur (Mohgaon),Rural,152,738,366,74,189,5,40,1,41,3,13,372
Latur,VILLAGE,Kopra,Rural,436,2154,896,238,382,35,129,18,61,19,14,1258
Latur,VILLAGE,Kendrewadi,Rural,182,1012,357,182,73,0,94,2,4,0,2,655
Latur,VILLAGE,Sonkhed,Rural,136,701,318,114,128,20,55,1,0,0,0,383
Latur,VILLAGE,Vilegaon,Rural,377,1876,969,410,452,10,47,19,15,3,13,907
Latur,VILLAGE,Vhotala,Rural,75,389,228,179,39,0,9,0,0,1,0,161
Latur,VILLAGE,Mankhed,Rural,210,994,542,123,227,3,85,4,6,0,94,452
Latur,VILLAGE,Dhanora Bk.,Rural,692,3202,1538,457,722,30,218,73,17,0,21,1664
Latur,VILLAGE,Satala,Rural,667,3253,1356,480,632,10,155,23,41,0,15,1897
Latur,VILLAGE,Hipparga (Kopdev),Rural,327,1399,703,199,436,3,53,4,0,3,5,696
Latur,VILLAGE,Patoda,Rural,213,826,402,99,228,4,61,5,4,0,1,424
Latur,VILLAGE,Parchanda,Rural,400,1933,983,311,379,4,61,24,198,1,5,950
Latur,VILLAGE,Takalgaon (Kam),Rural,604,3106,1507,467,677,10,201,62,48,1,41,1599
Latur,VILLAGE,Nagthana,Rural,178,895,491,215,233,5,19,1,4,3,11,404
Latur,VILLAGE,Dhaswadi,Rural,543,2511,1181,389,637,3,137,5,7,0,3,1330
Latur,VILLAGE,Khandali,Rural,835,4417,2031,634,1220,17,104,13,36,0,7,2386
Latur,VILLAGE,Nagzari,Rural,239,1049,488,285,159,0,39,0,5,0,0,561
Latur,VILLAGE,Ujana,Rural,818,3616,1713,540,958,7,155,14,23,0,16,1903
Latur,VILLAGE,Wadarwadi,Rural,73,353,172,89,72,0,9,0,2,0,0,181
Latur,VILLAGE,Ralga,Rural,245,1240,746,32,570,9,30,4,93,0,8,494
Latur,VILLAGE,Rui,Rural,326,1591,854,287,301,3,192,5,23,1,42,737
Latur,VILLAGE,Sangvi (sunegaon),Rural,381,1843,926,363,292,11,92,69,90,2,7,917
Latur,VILLAGE,Gangahipparga,Rural,472,2208,1044,425,218,9,89,27,165,6,105,1164
Latur,VILLAGE,Wanjarwadi,Rural,134,566,201,64,95,0,38,1,0,0,3,365
Latur,VILLAGE,Dhalegaon,Rural,657,3320,1679,732,718,9,198,10,1,1,10,1641
Latur,VILLAGE,Lendhegaon,Rural,190,815,449,135,275,1,37,0,0,0,1,366
Latur,VILLAGE,Wairagadh,Rural,158,740,348,173,100,5,62,6,0,1,1,392
Latur,VILLAGE,Borgaon Kh.,Rural,83,460,276,153,87,0,28,1,7,0,0,184
Latur,VILLAGE,Par,Rural,109,474,236,79,85,0,27,31,10,0,4,238
Latur,VILLAGE,Yertar,Rural,211,1029,509,182,229,0,81,9,6,0,2,520
Latur,VILLAGE,Takalgaon (senkud),Rural,104,506,256,126,85,0,40,2,2,0,1,250
Latur,VILLAGE,Sumthana,Rural,285,1297,737,457,63,9,44,17,125,7,15,560
Latur,VILLAGE,Shendri,Rural,31,152,85,66,13,0,6,0,0,0,0,67
Latur,VILLAGE,Sunegaon (shendri),Rural,151,729,402,258,40,0,56,28,13,0,7,327
Latur,VILLAGE,Rudha,Rural,268,1374,749,382,223,31,79,10,6,2,16,625
Latur,VILLAGE,Sunegaon (sangvi),Rural,120,637,345,126,172,1,32,8,2,0,4,292
Latur,VILLAGE,Rui Tanda,Rural,52,262,134,54,73,0,6,0,0,0,1,128
Latur,VILLAGE,Warwanti Tanda,Rural,130,533,247,153,63,0,28,2,0,0,1,286
Latur,VILLAGE,Warwanti,Rural,176,808,386,193,39,2,18,9,118,0,7,422
Latur,VILLAGE,Hagdal,Rural,242,998,605,207,153,169,62,2,7,1,4,393
Latur,VILLAGE,Gugdal,Rural,158,783,322,79,221,0,19,2,1,0,0,461
Latur,VILLAGE,Mawalgaon,Rural,270,1277,700,365,245,7,56,10,11,1,5,577
Latur,VILLAGE,Sora,Rural,139,645,292,171,81,2,38,0,0,0,0,353
Latur,VILLAGE,Chilkha,Rural,203,875,449,137,238,6,44,9,12,0,3,426
Latur,VILLAGE,Senkud,Rural,170,874,469,263,175,0,31,0,0,0,0,405
Latur,VILLAGE,Shenni,Rural,123,501,176,18,78,1,75,1,3,0,0,325
Latur,VILLAGE,Marshiwani Tanda,Rural,81,392,220,83,124,0,8,0,5,0,0,172
Latur,VILLAGE,Thodga,Rural,536,2587,1088,481,389,23,88,42,34,6,25,1499
Latur,VILLAGE,Brahmawadi,Rural,127,621,349,112,31,3,52,107,24,0,20,272
Latur,VILLAGE,Sindgi Kh.,Rural,216,1175,666,274,217,1,33,110,22,2,7,509
Latur,VILLAGE,Mangdari,Rural,177,694,402,217,87,17,30,15,13,4,19,292
Latur,VILLAGE,Sindgi Bk.,Rural,356,1817,1057,586,385,0,51,9,15,3,8,760
Latur,VILLAGE,Mogha,Rural,259,1197,708,365,233,3,82,15,4,0,6,489
Latur,VILLAGE,Temburni,Rural,245,1062,358,104,169,5,50,2,17,0,11,704
Latur,VILLAGE,Kalegaon,Rural,303,1788,815,243,308,6,68,9,112,2,67,973
Latur,VILLAGE,Anandwadi,Rural,128,606,323,189,31,2,91,9,0,0,1,283
Latur,VILLAGE,Tambat Sangvi,Rural,153,768,313,188,91,8,25,0,1,0,0,455
Latur,VILLAGE,Lanji,Rural,312,1529,743,151,420,3,133,9,14,2,11,786
Latur,VILLAGE,Hipparga Kajal,Rural,427,2144,1063,355,515,6,152,15,12,0,8,1081
Latur,VILLAGE,Ugilewadi,Rural,81,390,221,164,32,0,4,1,0,1,19,169
Latur,VILLAGE,Halni.,Rural,266,1370,719,244,377,2,69,7,7,1,12,651
Latur,VILLAGE,Malegaon Kh.,Rural,232,1153,554,127,343,9,65,2,5,0,3,599
Latur,VILLAGE,Talegaon,Rural,265,1359,676,237,275,1,55,15,80,5,8,683
Latur,VILLAGE,Nandura Kh.,Rural,170,973,548,79,358,10,40,9,34,0,18,425
Latur,VILLAGE,Brahmapuri,Rural,150,838,467,126,252,37,49,0,2,0,1,371
Latur,VILLAGE,Sawargaon Rokda,Rural,790,3626,1957,637,899,54,296,20,21,5,25,1669
Latur,VILLAGE,Gothala,Rural,242,1246,746,449,269,1,21,3,3,0,0,500
Latur,VILLAGE,Nandura Bk.,Rural,340,1666,949,321,434,1,50,105,29,0,9,717
Latur,VILLAGE,Bhutekarwadi,Rural,134,654,363,135,144,7,7,38,25,0,7,291
Latur,VILLAGE,Hasarni,Rural,209,1002,486,159,113,13,121,4,24,1,51,516
Latur,VILLAGE,Jamb,Rural,115,547,324,143,103,1,16,22,32,2,5,223
Latur,VILLAGE,Unni,Rural,135,670,259,126,59,2,62,6,0,0,4,411
Latur,VILLAGE,Kokanga,Rural,241,1140,494,162,200,22,43,20,31,3,13,646
Latur,VILLAGE,Jawalga,Rural,82,351,196,106,71,0,14,2,1,0,2,155
Latur,VILLAGE,Thorliwadi,Rural,183,744,458,86,310,8,31,1,5,0,17,286
Latur,VILLAGE,Mandni,Rural,334,1570,740,283,278,4,107,8,40,2,18,830
Latur,VILLAGE,Himppalgaon,Rural,421,2186,1123,291,687,15,99,6,12,2,11,1063
Latur,VILLAGE,Walsangi,Rural,542,2743,1472,475,870,20,90,4,9,2,2,1271
Latur,VILLAGE,Mahadeowadi,Rural,149,702,340,64,204,0,16,15,33,0,8,362
Latur,VILLAGE,Belur,Rural,335,1565,729,226,238,5,80,17,138,3,22,836
Latur,VILLAGE,Lingdhal,Rural,167,906,287,88,91,8,45,11,32,0,12,619
Latur,VILLAGE,Methi,Rural,191,919,394,192,166,0,28,1,0,0,7,525
Latur,VILLAGE,Fattepur,Rural,75,348,118,81,19,1,12,0,1,0,4,230
Latur,VILLAGE,Mulki,Rural,186,910,479,122,306,0,32,8,5,0,6,431
Latur,VILLAGE,Umarga Kort,Rural,417,2120,1165,231,795,6,121,1,5,2,4,955
Latur,VILLAGE,Telgaon,Rural,417,1989,894,329,392,2,169,1,1,0,0,1095
Latur,VILLAGE,Salgara,Rural,158,721,337,88,182,0,37,1,14,0,15,384
Latur,VILLAGE,Ajani Kh,Rural,289,1178,692,245,336,1,30,18,57,1,4,486
Latur,VILLAGE,Shirur Tajband,Rural,2074,10577,3851,651,1313,94,1418,63,162,10,140,6726
Latur,VILLAGE,Ambegaon,Rural,210,1003,324,96,99,9,79,8,13,4,16,679
Latur,VILLAGE,Bodkha,Rural,223,1259,629,339,186,1,87,9,0,0,7,630
Latur,VILLAGE,Sayyadpur (kh),Rural,207,1048,503,251,204,5,41,0,2,0,0,545
Latur,VILLAGE,Waigaon,Rural,406,2081,966,292,558,3,94,1,15,0,3,1115
Latur,VILLAGE,Chopali,Rural,279,1486,670,265,264,5,76,19,29,1,11,816
Latur,VILLAGE,Morewadi,Rural,131,631,306,62,60,0,48,65,64,0,7,325
Latur,VILLAGE,Gadewadi,Rural,173,847,441,144,210,6,57,2,17,0,5,406
Latur,VILLAGE,Kharabwadi,Rural,303,1468,723,421,221,5,30,15,12,1,18,745
Latur,VILLAGE,Makani,Rural,393,2033,1050,544,396,9,70,13,16,0,2,983
Latur,VILLAGE,Umarga Yelladevi,Rural,380,2067,832,338,365,10,106,5,1,0,7,1235
Latur,VILLAGE,Dhanora Kh.,Rural,231,1175,508,103,332,5,56,4,1,0,7,667
Latur,VILLAGE,Tirth,Rural,315,1439,805,275,408,19,61,15,24,1,2,634
Latur,VILLAGE,Kinikadu,Rural,305,1248,653,365,213,0,61,6,2,0,6,595
Latur,VILLAGE,Sawargaon Thot,Rural,350,1776,823,222,430,1,94,63,7,0,6,953
Latur,VILLAGE,Hangarga,Rural,210,951,438,119,256,5,32,9,10,4,3,513
Latur,VILLAGE,Hadolti,Rural,1559,8053,3351,429,1730,98,884,42,103,10,55,4702
Latur,VILLAGE,Anandwadi,Rural,189,823,468,196,250,1,17,2,2,0,0,355
Latur,VILLAGE,Babaldara,Rural,220,1077,499,188,193,8,97,4,5,0,4,578
Latur,VILLAGE,Kumtha (bk),Rural,766,3726,1640,581,705,9,292,26,12,0,15,2086
Latur,VILLAGE,Kaudgaon,Rural,136,678,357,235,93,0,24,3,1,0,1,321
Latur,VILLAGE,Shivankhed (kh),Rural,613,3209,1643,462,1004,5,164,3,3,0,2,1566
Latur,CD BLOCK,Jalkot,Rural,16621,87201,37595,11438,16822,353,4655,1124,2422,55,726,49606
Latur,VILLAGE,Sheldara,Rural,244,1331,587,289,230,2,56,5,3,0,2,744
Latur,VILLAGE,Sorga,Rural,69,320,167,106,36,1,11,5,6,1,1,153
Latur,VILLAGE,Wadgaon,Rural,115,574,316,97,55,0,29,112,17,0,6,258
Latur,VILLAGE,Hokarna,Rural,430,2145,992,325,510,14,92,35,10,0,6,1153
Latur,VILLAGE,Umardara,Rural,249,1342,740,302,150,13,43,150,72,5,5,602
Latur,VILLAGE,Kekat Sindgi,Rural,385,1686,692,150,397,2,78,13,42,0,10,994
Latur,VILLAGE,Wanjarwada,Rural,816,3908,1831,545,1046,14,202,1,14,1,8,2077
Latur,VILLAGE,Chera,Rural,540,2807,1340,433,773,18,95,2,10,4,5,1467
Latur,VILLAGE,Umarga Retu,Rural,321,1760,869,410,166,8,66,16,197,1,5,891
Latur,VILLAGE,Jagalpur Bk.,Rural,505,2679,1030,402,385,14,132,7,81,1,8,1649
Latur,VILLAGE,Domgaon,Rural,199,882,479,157,179,3,18,46,72,0,4,403
Latur,VILLAGE,Dhamangaon,Rural,459,2340,1106,260,510,3,196,89,31,1,16,1234
Latur,VILLAGE,Jirga,Rural,103,443,260,75,75,13,27,30,16,2,22,183
Latur,VILLAGE,Hawarga,Rural,223,1073,557,274,198,2,52,10,16,0,5,516
Latur,VILLAGE,Yeldara,Rural,225,888,440,192,182,4,34,7,19,0,2,448
Latur,VILLAGE,Dhorsangvi,Rural,182,1014,593,183,45,2,67,56,107,5,128,421
Latur,VILLAGE,Viral,Rural,195,1060,346,131,136,8,42,5,19,0,5,714
Latur,VILLAGE,Kunki,Rural,437,2381,1158,457,524,1,132,3,31,0,10,1223
Latur,VILLAGE,Jalkot,Rural,1743,9356,3305,558,1047,58,1044,18,468,11,101,6051
Latur,VILLAGE,Patoda Bk.,Rural,547,2933,1196,316,595,28,220,7,22,5,3,1737
Latur,VILLAGE,Karanji,Rural,267,1444,709,147,446,4,91,0,6,0,15,735
Latur,VILLAGE,Lali Bk.,Rural,224,1178,497,147,269,8,64,6,1,0,2,681
Latur,VILLAGE,Sonwala,Rural,413,2264,1031,391,330,15,246,17,10,1,21,1233
Latur,VILLAGE,Kolnoor,Rural,384,1710,862,310,388,7,130,17,8,0,2,848
Latur,VILLAGE,Patoda Kh.,Rural,186,986,417,112,213,3,70,12,6,0,1,569
Latur,VILLAGE,Malihapparga,Rural,628,3425,1378,370,644,6,185,92,72,2,7,2047
Latur,VILLAGE,Halad Wadhavana,Rural,173,994,454,142,139,0,18,114,38,0,3,540
Latur,VILLAGE,Rawankola,Rural,586,2895,1349,201,752,8,106,9,267,0,6,1546
Latur,VILLAGE,Marsangvi,Rural,413,2249,1187,254,743,1,43,9,122,1,14,1062
Latur,VILLAGE,Dongargaon,Rural,243,1253,396,140,220,5,21,3,5,0,2,857
Latur,VILLAGE,Tiruka,Rural,438,2234,825,229,420,7,82,27,31,1,28,1409
Latur,VILLAGE,Ghonsi,Rural,603,3119,1171,379,602,27,143,9,5,0,6,1948
Latur,VILLAGE,Dhondwadi (Ghonsi),Rural,105,605,231,78,122,0,29,1,0,0,1,374
Latur,VILLAGE,Sulhali,Rural,249,1418,468,77,323,2,50,4,9,0,3,950
Latur,VILLAGE,Chincholi,Rural,117,607,291,74,175,13,24,0,3,0,2,316
Latur,VILLAGE,Atnoor,Rural,595,3226,1287,160,211,12,173,127,376,9,219,1939
Latur,VILLAGE,Gawhan,Rural,343,1750,568,173,325,1,50,2,13,1,3,1182
Latur,VILLAGE,Mewapur,Rural,186,1100,569,229,266,2,28,8,26,1,9,531
Latur,VILLAGE,Shivajinagar Tanda,Rural,121,771,206,125,65,0,15,0,0,0,1,565
Latur,VILLAGE,Gutti,Rural,706,4051,1521,395,978,3,105,15,24,0,1,2530
Latur,VILLAGE,Yeori,Rural,211,1197,542,152,325,0,26,0,34,0,5,655
Latur,VILLAGE,Belsangvi,Rural,231,1189,494,121,274,2,42,14,40,0,1,695
Latur,VILLAGE,Lali Kh.,Rural,235,1135,286,133,89,0,53,10,0,0,1,849
Latur,VILLAGE,Mangrul,Rural,432,2560,1297,467,678,3,76,5,63,1,4,1263
Latur,VILLAGE,Konali Dongar,Rural,225,1162,659,349,252,4,51,1,0,0,2,503
Latur,VILLAGE,Borgaon Kh.,Rural,136,724,375,244,54,2,65,2,4,0,4,349
Latur,VILLAGE,Ekurka Kh.,Rural,184,1033,521,177,280,10,33,3,6,1,11,512
Latur,CD BLOCK,Chakur,Rural,34801,177956,84174,30149,37663,828,10088,1872,2275,84,1215,93782
Latur,VILLAGE,Rajewadi,Rural,68,335,190,186,0,0,4,0,0,0,0,145
Latur,VILLAGE,Raiwadi,Rural,322,1592,919,513,188,0,69,122,19,2,6,673
Latur,VILLAGE,Kendrewadi,Rural,135,723,467,141,310,2,10,0,1,0,3,256
Latur,VILLAGE,Mahalungi,Rural,405,1899,1129,440,534,7,49,78,15,1,5,770
Latur,VILLAGE,Hadoli,Rural,238,1130,462,257,184,7,14,0,0,0,0,668
Latur,VILLAGE,Jathala,Rural,577,2903,1401,714,583,5,51,10,36,1,1,1502
Latur,VILLAGE,Belgaon,Rural,252,1246,633,164,450,0,15,1,3,0,0,613
Latur,VILLAGE,Zari Bk,Rural,780,3624,1892,609,1142,41,67,9,15,3,6,1732
Latur,VILLAGE,Zari Kh.,Rural,333,1596,853,402,428,0,21,0,2,0,0,743
Latur,VILLAGE,Ramwadi,Rural,83,370,224,114,17,0,30,54,4,0,5,146
Latur,VILLAGE,Janwal,Rural,1212,6171,3180,1033,1419,33,289,279,100,6,21,2991
Latur,VILLAGE,Bramhawadi,Rural,190,1111,547,87,346,0,35,22,53,1,3,564
Latur,VILLAGE,Wagholi,Rural,169,896,434,236,162,0,31,1,1,0,3,462
Latur,VILLAGE,Hali Kh,Rural,486,2540,1282,556,630,3,59,9,23,0,2,1258
Latur,VILLAGE,Kadmuli,Rural,273,1397,616,252,300,0,48,8,5,0,3,781
Latur,VILLAGE,Wadwal Nagnath,Rural,1431,7841,3467,1146,1737,57,400,27,49,0,51,4374
Latur,VILLAGE,Dapkyal,Rural,240,1293,469,167,233,5,59,2,1,1,1,824
Latur,VILLAGE,Shiwani Majra,Rural,139,579,310,143,152,0,15,0,0,0,0,269
Latur,VILLAGE,Kawathali,Rural,232,1212,662,405,229,1,25,1,0,0,1,550
Latur,VILLAGE,Jagalpur Kh.,Rural,246,1298,548,238,276,2,26,1,3,0,2,750
